Contig10883	77747	77805
Contig10883	82130	82155
Contig10883	87125	87170
Contig10883	96740	97611
Contig10883	103508	103565
Contig10883	112321	112346
Contig10883	119761	120301
Contig10883	121962	121966
Contig10883	128057	128067
Contig10883	134589	134606
Contig10883	140031	140066
Contig10883	148810	149271
Contig10883	157081	157174
Contig10883	162911	162926
Contig10883	169789	169814
Contig10883	174702	174945
Contig10883	179894	179900
Contig10883	180244	180360
Contig10883	184842	184867
Contig10883	198192	201651
Contig10883	203664	203782
Contig10883	208305	208350
Contig10883	210029	210398
Contig10883	218329	220669
Contig10883	225960	225986
Contig10883	230159	230184
Contig10883	230796	233385
Contig10883	241389	241415
Contig10883	242386	244965
Contig10883	245790	245864
Contig10883	278703	278728
Contig10883	291805	291854
Contig10883	300403	300434
Contig10883	307544	308569
Contig10883	311265	311290
Contig10883	324884	324909
Contig10883	325388	325413
Contig10883	331166	331975
Contig10883	332951	332976
Contig10883	336914	339200
Contig10883	346105	346557
Contig10883	350888	351098
Contig10883	359530	359763
Contig10883	365623	365743
Contig10883	372832	372915
Contig10883	376079	376129
Contig10883	379772	379778
Contig10883	382442	383111
Contig10883	384553	384557
Contig10883	388640	390476
Contig10883	390973	391008
Contig10883	407663	407679
Contig10883	414241	414820
Contig10883	416595	416647
Contig10883	426733	426827
Contig10883	429621	429696
Contig10883	436598	437634
Contig10883	456633	456655
Contig10883	458744	458785
Contig10883	459911	460357
Contig10883	466462	466487
Contig10883	479695	479720
Contig10883	483088	483102
Contig10883	485837	487158
Contig10883	488684	488685
Contig10883	491519	491592
Contig10883	494532	494557
Contig10883	496556	496648
Contig10883	497529	497556
Contig10883	498723	498775
Contig10913	6944	7211
Contig10913	12702	12727
Contig10913	19828	21747
Contig10913	23488	23585
Contig10913	24932	25012
Contig10913	25330	28515
Contig10913	29690	29715
Contig10913	35348	35378
Contig10913	39232	40532
Contig10913	47440	48036
Contig10913	50625	50664
Contig10913	55317	55342
Contig10913	56386	57000
Contig10913	57505	57566
Contig10913	59407	59432
Contig10913	75068	75146
Contig10913	84023	85005
Contig10913	93376	93540
Contig10913	110159	110587
Contig10913	111958	111983
Contig10913	123557	126893
Contig10913	129288	129307
Contig10913	131495	131580
Contig10913	136310	136855
Contig10913	150398	150752
Contig10913	156373	156531
Contig10913	159152	161912
Contig10913	164086	164098
Contig10913	169597	170131
Contig10913	182580	182581
Contig10913	193489	193550
Contig10913	197321	198474
Contig10913	201868	201893
Contig10913	214029	214057
Contig10913	214811	214855
Contig10913	221134	221162
Contig10913	221784	222231
Contig10913	223495	223530
Contig10913	224378	224400
Contig10913	227529	227540
Contig10913	236684	236749
Contig10913	239114	239153
Contig10913	258200	258223
Contig10913	270727	270769
Contig10913	273536	273588
Contig10913	275914	275982
Contig10913	277544	277927
Contig10913	278650	278743
Contig10913	286471	287895
Contig10913	289940	292307
Contig10913	298260	299988
Contig10913	305976	308694
Contig10913	314490	314536
Contig10913	315110	316747
Contig10913	318726	318746
Contig10913	319554	320406
Contig10913	322814	322878
Contig10913	323345	323514
Contig10913	326432	326457
Contig10913	330047	333190
Contig10913	335396	335546
Contig10913	339195	341061
Contig10913	344066	344091
Contig10913	349538	349565
Contig10913	352344	354345
Contig10913	357243	358920
Contig10913	369644	369931
Contig10913	372942	372981
Contig10913	375013	375461
Contig10914	2384	2408
Contig10915	6047	6069
Contig10915	7353	7417
Contig10915	8023	10570
Contig10915	12495	13594
Contig10915	44401	45665
Contig10915	55212	56006
Contig10915	59672	59738
Contig10915	64973	68054
Contig10915	69174	69238
Contig10915	71577	72139
Contig10915	78132	78202
Contig10915	85417	86220
Contig10915	88577	89091
Contig10915	90631	90698
Contig10915	91657	91686
Contig10915	97736	100016
Contig10915	104875	105030
Contig10915	107184	107189
Contig10915	108768	109268
Contig10915	112612	113252
Contig10915	115496	115579
Contig10915	116038	119582
Contig10915	120778	120803
Contig10915	122416	123180
Contig10915	127092	127785
Contig10915	133822	133919
Contig10916	4624	4649
Contig10916	6279	6337
Contig10916	15842	16408
Contig10916	17933	18026
Contig10952	50032	50105
Contig10952	50791	50820
Contig10952	55049	55108
Contig10952	58138	58158
Contig10952	70846	70882
Contig10952	71475	71509
Contig10952	82407	82417
Contig10952	102496	102570
Contig10952	107253	107305
Contig10952	112958	112992
Contig10952	142599	142618
Contig10952	153729	153767
Contig10952	168192	168217
Contig10952	170405	170430
Contig10952	190057	190089
Contig10952	202352	202377
Contig10952	207719	207805
Contig10952	234875	235701
Contig10952	237739	237764
Contig10952	246501	247028
Contig10952	259236	259249
Contig10952	299579	299675
Contig10952	314195	314222
Contig10952	340491	340574
Contig10952	355614	355957
Contig10952	358210	358258
Contig10952	359662	359666
Contig10952	360653	360654
Contig10952	364623	364648
Contig10952	369735	369760
Contig10952	384570	384595
Contig10952	389909	389924
Contig10952	391854	392168
Contig10952	398301	398311
Contig10952	403598	403622
Contig10952	438751	438826
Contig10952	447884	448441
Contig10952	467689	468042
Contig10952	478003	478028
Contig10952	509627	509641
Contig10952	511690	511764
Contig10952	521769	521794
Contig10952	550619	550644
Contig10952	553640	553665
Contig10952	577619	577968
Contig10952	580466	580559
Contig10952	583838	583863
Contig10952	596398	596544
Contig10952	601807	602413
Contig10952	612587	612645
Contig10952	613077	614785
Contig10952	616443	616475
Contig10952	629135	629170
Contig10952	634352	634408
Contig10952	636023	636048
Contig10952	662232	662265
Contig10952	689747	689772
Contig10952	693562	693599
Contig10952	701084	701142
Contig10952	712328	713073
Contig10952	723138	723163
Contig10964	2406	2431
Contig10964	5412	5492
Contig10964	8337	8881
Contig10964	12297	12321
Contig10977	474	547
Contig10977	3407	3446
Contig10977	7591	7813
Contig10977	10090	10254
Contig10977	14749	14828
Contig10977	22993	23038
Contig10977	26586	26646
Contig10977	27856	28070
Contig10977	32056	32388
Contig10977	41537	41595
Contig10977	48213	48238
Contig10977	51949	52043
Contig10977	57114	57187
Contig10977	66460	66611
Contig10977	82468	82493
Contig10977	94034	94059
Contig10977	97304	97346
Contig10977	98690	98715
Contig10977	106362	106725
Contig10977	108518	108639
Contig10977	111427	113341
Contig10977	115297	115406
Contig10977	117816	117860
Contig10977	122300	122461
Contig10977	137189	137214
Contig10977	151622	151647
Contig10977	157613	157744
Contig10977	163883	163925
Contig10977	164736	164804
Contig10977	180175	180180
Contig10977	180492	180533
Contig10977	185735	187878
Contig10977	201701	201726
Contig10977	202455	202478
Contig10977	208903	208925
Contig10977	210404	210660
Contig10977	213530	213575
Contig10977	217803	217818
Contig10977	234488	234956
Contig10977	237748	237886
Contig10977	239402	239435
Contig10977	243436	245022
Contig10977	246491	246559
Contig10977	248773	249012
Contig10977	252365	252390
Contig10977	282258	282861
Contig10977	289463	290216
Contig10977	327955	330407
Contig10977	331566	331573
Contig10977	339892	339917
Contig10977	342224	342722
Contig10977	348309	350209
Contig10977	351778	351780
Contig10977	375711	375741
Contig10977	385404	385657
Contig10977	386195	386265
Contig10977	392747	393566
Contig10977	410189	410279
Contig10977	414906	415152
Contig10978	4362	4831
Contig10978	20923	21441
Contig10978	49538	49549
Contig10978	54842	54898
Contig10978	55329	55455
Contig10978	62171	62187
Contig10978	65223	65232
Contig10978	74672	75104
Contig10978	81118	81143
Contig10978	85952	86028
Contig10978	87184	89150
Contig10978	96726	96751
Contig10978	101183	101186
Contig10978	104307	107305
Contig10978	120084	120141
Contig10978	120972	121349
Contig10978	126469	129336
Contig10978	129712	129799
Contig10978	130932	130993
Contig10978	131672	131827
Contig10978	132397	132617
Contig10978	135942	135997
Contig10978	139250	139275
Contig10978	148247	148272
Contig10978	152438	153144
Contig10978	155524	155868
Contig10978	159160	159188
Contig10978	160528	162977
Contig10978	164925	164926
Contig10978	166140	168908
Contig10978	170357	170453
Contig10978	171442	171467
Contig10978	174701	174726
Contig10978	179091	179097
Contig10978	180911	180916
Contig10978	186533	189636
Contig10978	191712	191730
Contig10978	193625	193668
Contig10978	195852	196478
Contig10978	208437	208446
Contig10978	211276	211286
Contig10978	215521	215601
Contig10978	220531	220539
Contig10978	223407	223562
Contig10978	225137	228127
Contig10978	235487	237918
Contig10978	244756	245038
Contig10978	252217	252242
Contig10978	263431	263697
Contig10978	265985	266454
Contig10978	267656	267659
Contig10978	270619	270647
Contig10978	275398	275462
Contig10978	278871	278896
Contig10978	288632	288657
Contig10978	300592	300617
Contig10978	315345	316731
Contig10978	320918	321017
Contig10978	332548	332576
Contig10978	333018	333181
Contig10978	334645	334763
Contig10978	338328	338591
Contig10978	344012	344068
Contig10978	345998	346398
Contig10978	349613	350049
Contig10978	350812	350837
Contig10978	354975	358917
Contig10978	364010	364574
Contig10978	368018	368582
Contig10978	370024	370095
Contig10983	5608	7787
Contig11029	6147	6172
Contig11029	34459	34484
Contig11029	47302	47317
Contig11029	52655	52662
Contig11029	62203	62438
Contig11029	65116	65150
Contig11029	69648	69673
Contig11029	92193	92200
Contig11029	140615	140692
Contig11029	160345	160367
Contig11029	170279	170304
Contig11029	207947	207996
Contig11029	212510	212535
Contig11029	220947	221259
Contig11029	226070	226988
Contig11030	2531	2594
Contig11030	17432	17469
Contig11032	969	1033
Contig11032	7599	7609
Contig11059	2977	3066
Contig11059	4354	4399
Contig11059	7156	7169
Contig11059	7814	7894
Contig11059	8800	8899
Contig11059	9926	10067
Contig11059	11294	11296
Contig11059	11694	11751
Contig11059	12675	16388
Contig11059	16826	16921
Contig11059	19068	19127
Contig11059	19576	19605
Contig11059	20160	21488
Contig11059	22633	22669
Contig11059	24175	24190
Contig11059	24822	24998
Contig11059	25488	25602
Contig11059	26580	27375
Contig11059	28244	28289
Contig11059	28794	28839
Contig11059	29398	29433
Contig11059	31599	31680
Contig11059	32194	32214
Contig11059	35181	35190
Contig11059	37406	37838
Contig11059	41064	41191
Contig11059	42773	42782
Contig11059	45117	45222
Contig11059	45911	45947
Contig11059	46531	46573
Contig11059	48609	48684
Contig11059	50073	50094
Contig11059	54494	54623
Contig11059	55686	55738
Contig11059	56629	57055
Contig11059	59636	59737
Contig11059	60024	60068
Contig11059	61962	62053
Contig11059	63387	63459
Contig11059	65086	65171
Contig11059	65503	68507
Contig11059	69365	69394
Contig11059	71005	71033
Contig11059	72172	72232
Contig11059	73499	73666
Contig11059	75753	76732
Contig11059	77100	77120
Contig11059	78975	79037
Contig11059	79313	79375
Contig11059	80618	80662
Contig11059	81403	81441
Contig11059	82088	83027
Contig11059	84080	84204
Contig11059	84606	84633
Contig11059	85058	85061
Contig11059	85913	85927
Contig11059	86230	86345
Contig11059	86628	86660
Contig11059	87242	87357
Contig11059	88922	89090
Contig11059	89795	89862
Contig11059	91066	91108
Contig11059	93535	94854
Contig11059	95737	95792
Contig11059	96136	96149
Contig11059	98531	99928
Contig11059	101048	101083
Contig11059	102965	103204
Contig11059	105542	105597
Contig11059	106186	106232
Contig11059	106630	107201
Contig11059	108249	108411
Contig11059	108695	108732
Contig11059	109756	109784
Contig11059	112724	112803
Contig11059	114658	114700
Contig11061	3142	3163
Contig11061	4574	6224
Contig11061	8991	11246
Contig11061	18100	18480
Contig11061	24177	24718
Contig11061	27194	27232
Contig11061	35629	35654
Contig11061	48806	48831
Contig11061	49492	50058
Contig11061	54093	54118
Contig11061	55390	55433
Contig11061	57017	57414
Contig11061	61486	63584
Contig11061	75105	75145
Contig11061	76892	76921
Contig11061	89347	90341
Contig11061	91787	91832
Contig11061	92892	92945
Contig11061	93479	93518
Contig11061	96346	96509
Contig11061	99323	99485
Contig11061	99968	100051
Contig11061	101897	101960
Contig11061	103985	103999
Contig11061	111269	111304
Contig11061	112812	112890
Contig11061	125464	125489
Contig11061	126874	126899
Contig11061	138143	138283
Contig11061	140728	140772
Contig11061	145757	146118
Contig11061	152948	152992
Contig11061	156081	156106
Contig11061	160022	160047
Contig11061	168898	170591
Contig11061	174556	176611
Contig11061	177344	177384
Contig11061	178829	178854
Contig11061	182505	182581
Contig11061	183800	184018
Contig11061	186945	189147
Contig11061	192317	192342
Contig11061	197556	197576
Contig11061	204855	207563
Contig11061	212695	212720
Contig11061	215700	218343
Contig11061	220899	220924
Contig11061	226617	226687
Contig11061	230885	231054
Contig11061	235175	238360
Contig11061	245134	245741
Contig11061	250491	250997
Contig11077	13704	13732
Contig11077	22562	22587
Contig11077	25621	25622
Contig11077	34823	34833
Contig11077	43192	43217
Contig11077	45296	45341
Contig11077	55180	55190
Contig11077	63101	63125
Contig11077	71908	72002
Contig11112	8586	8611
Contig11112	24103	24128
Contig11112	29340	29383
Contig11112	32471	32552
Contig11112	33574	33626
Contig11112	34027	34975
Contig11112	36003	36047
Contig11112	38088	38109
Contig11112	41016	42052
Contig11112	43923	43964
Contig11112	47255	47487
Contig11112	51822	51847
Contig11112	55409	55413
Contig11112	81563	81622
Contig11112	84740	84765
Contig11112	91870	91924
Contig11112	94281	94306
Contig11112	98321	98346
Contig11112	103339	103781
Contig11112	115371	115712
Contig11112	120461	120486
Contig11112	128316	128410
Contig11112	132720	132759
Contig11112	135422	136142
Contig11112	136898	136923
Contig11112	140120	140145
Contig11112	143670	143695
Contig11112	149086	149139
Contig11112	151602	151611
Contig11112	157946	158044
Contig11112	162621	162646
Contig11112	167349	167429
Contig11112	176971	177070
Contig11112	177562	178940
Contig11112	181144	181225
Contig11112	183769	183831
Contig11112	201157	201187
Contig11112	205924	206579
Contig11112	207273	207277
Contig11112	211018	211039
Contig11112	218231	218256
Contig11112	221150	221168
Contig11112	221971	222587
Contig11112	223586	223592
Contig11112	224291	224306
Contig11112	230516	231549
Contig11112	233568	235509
Contig11112	237225	237250
Contig11112	241663	243317
Contig11112	245345	246674
Contig11112	248520	251125
Contig11112	252104	252176
Contig11112	261403	261428
Contig11112	264946	264971
Contig11112	269346	269366
Contig11112	270144	270163
Contig11112	274170	274195
Contig11112	276585	276641
Contig11112	277370	277448
Contig11112	283694	283719
Contig11112	285559	285672
Contig11112	286689	287757
Contig11112	291161	292736
Contig11112	294826	294850
Contig11115	3119	3442
Contig11115	4566	4601
Contig11115	5500	6083
Contig11115	12375	15489
Contig11115	16440	16524
Contig11115	16802	16846
Contig11115	19765	19790
Contig11115	28663	28819
Contig11115	29847	31606
Contig11115	33194	33339
Contig11115	33929	36053
Contig11115	38202	39002
Contig11115	41480	43087
Contig11115	43882	43915
Contig11115	45768	45795
Contig11115	49732	49757
Contig11115	51068	51077
Contig11115	57028	58696
Contig11115	65601	66729
Contig11115	69342	69358
Contig11115	85403	85428
Contig11115	90652	91688
Contig11115	102022	102072
Contig11115	108924	110151
Contig11115	117135	118431
Contig11115	121735	121760
Contig11115	123498	123529
Contig11115	142557	143672
Contig11115	147489	149636
Contig11115	150797	150812
Contig11115	151407	151432
Contig11115	153593	153726
Contig11115	155242	155806
Contig11115	156745	156756
Contig11115	158965	158979
Contig11115	159350	159375
Contig11115	162364	162429
Contig11115	163262	164911
Contig11115	176815	177118
Contig11115	178593	178658
Contig11115	180820	180822
Contig11115	181736	183259
Contig11115	186314	189744
Contig11115	191577	191634
Contig11115	192938	195711
Contig11115	198385	199221
Contig11115	201760	203906
Contig11115	206175	206257
Contig11115	206670	207593
Contig11115	209900	209925
Contig11115	210860	212556
Contig11115	213663	213687
Contig11115	215711	216356
Contig11115	217438	217507
Contig11115	221275	221300
Contig11115	226010	226346
Contig11115	231278	231858
Contig11115	233756	233797
Contig11115	241466	242921
Contig11117	1755	1771
Contig11117	2428	2536
Contig11117	3448	3523
Contig11117	4557	4736
Contig11117	19202	19223
Contig11117	20599	20711
Contig11117	22491	22516
Contig11117	23736	23761
Contig11117	31995	32082
Contig11117	32709	32715
Contig11117	41314	41326
Contig11117	42876	43124
Contig11117	43822	43839
Contig11117	45132	47485
Contig11117	49952	50000
Contig11117	54208	56405
Contig11117	61254	61260
Contig11117	64894	64919
Contig11117	73114	73139
Contig11117	83022	83070
Contig11117	84161	84186
Contig11117	92787	92812
Contig11117	96603	99518
Contig11117	99915	99941
Contig11117	103982	104179
Contig11117	104622	104663
Contig11117	106202	106266
Contig11117	109190	109274
Contig11117	112197	112245
Contig11117	115464	115539
Contig11117	120049	120074
Contig11117	124425	124450
Contig11117	127049	127103
Contig11117	130190	130583
Contig11117	132534	132538
Contig11117	133541	134502
Contig11117	136932	137605
Contig11117	141915	141937
Contig11117	145615	145683
Contig11117	149670	149683
Contig11117	164365	164443
Contig11117	164936	165009
Contig11117	165682	165695
Contig11117	168351	168425
Contig11117	170047	170054
Contig11117	173085	173139
Contig11117	184224	184260
Contig11130	1298	1500
Contig11130	4423	4521
Contig11130	6575	6616
Contig11130	7634	7643
Contig11130	8337	8388
Contig11130	8819	8897
Contig11130	9599	9627
Contig11130	10397	11215
Contig11130	11568	11579
Contig11130	12203	12437
Contig11130	12768	12875
Contig11130	13628	13698
Contig11130	15510	15535
Contig11130	22953	23032
Contig11130	24293	24347
Contig11130	25858	26000
Contig11130	26515	26604
Contig11130	26982	27107
Contig11130	28950	28952
Contig11130	29477	29538
Contig11130	30130	30263
Contig11130	33067	33069
Contig11130	33431	34074
Contig11130	34548	34668
Contig11130	35315	35326
Contig11130	36592	37027
Contig11130	37529	37534
Contig11130	41890	41971
Contig11130	42581	42677
Contig11130	43946	44683
Contig11130	46299	46374
Contig11130	47961	48010
Contig11130	49828	49891
Contig11130	53526	53575
Contig11130	60393	60632
Contig11130	62606	62644
Contig11130	63498	66221
Contig11130	67141	67207
Contig11130	68158	68936
Contig11130	69598	69729
Contig11130	72376	72390
Contig11130	72728	72826
Contig11130	73677	73717
Contig11130	76003	76011
Contig11130	77938	77946
Contig11130	78532	78543
Contig11130	78917	79719
Contig11130	81655	81688
Contig11130	86707	86731
Contig11130	87070	87166
Contig11130	88657	92349
Contig11130	93310	93388
Contig11130	94741	94758
Contig11130	95531	95575
Contig11130	97699	98310
Contig11130	98784	98798
Contig11130	99217	99390
Contig11130	100017	100114
Contig11130	100444	100528
Contig11130	100865	100930
Contig11130	102378	102396
Contig11130	104132	104674
Contig11130	107202	107253
Contig11130	107767	108555
Contig11130	108919	108938
Contig11130	110055	110189
Contig11130	111814	111840
Contig11130	113682	115397
Contig11130	118156	118251
Contig11130	122201	122244
Contig11130	123944	124038
Contig11130	124932	126970
Contig11130	128129	128154
Contig11132	944	1074
Contig11132	21882	22148
Contig11132	25084	25109
Contig11132	27136	27161
Contig11132	32658	33974
Contig11132	38213	38221
Contig11132	42103	42128
Contig11132	43266	43340
Contig11132	43687	44090
Contig11132	46058	46637
Contig11132	50078	50276
Contig11132	51094	51165
Contig11132	55173	55198
Contig11132	57751	57776
Contig11132	58763	58877
Contig11132	60689	60997
Contig11132	62337	62362
Contig11132	66323	66348
Contig11132	76064	77049
Contig11132	87294	88979
Contig11132	93475	93517
Contig11133	2556	2581
Contig11133	5460	5485
Contig11134	903	935
Contig11137	4493	4494
Contig111981	824	838
Contig11201	1720	1746
Contig11201	3687	3689
Contig11201	8429	8454
Contig11201	14980	15434
Contig11201	17034	17065
Contig11201	19156	20198
Contig11201	20575	20695
Contig11201	23223	23540
Contig11201	24961	24986
Contig11201	40257	40264
Contig11201	53508	54666
Contig11201	55365	55384
Contig11228	754	777
Contig11228	2057	2646
Contig11228	3732	3779
Contig11228	4913	4951
Contig11228	5744	5793
Contig11228	6221	7514
Contig11228	7929	8058
Contig11228	10271	10770
Contig11228	13820	14284
Contig11228	15986	16086
Contig11228	16657	16935
Contig11228	17885	18137
Contig11228	18830	18879
Contig11228	19223	19319
Contig11228	19961	20059
Contig11228	21554	21567
Contig11228	22934	22938
Contig11228	24587	24622
Contig11228	26808	26811
Contig11228	27567	27612
Contig11228	29296	31978
Contig11228	32825	32926
Contig11228	34192	34241
Contig11228	36225	36313
Contig11228	36862	36892
Contig11228	37231	39181
Contig11228	39546	39580
Contig11228	40262	40302
Contig11228	41162	41670
Contig11228	43172	43254
Contig11228	44122	44331
Contig11228	44571	44656
Contig11228	46821	46920
Contig11228	48620	48698
Contig11228	49006	49072
Contig11228	49986	49995
Contig11228	51818	52424
Contig11228	53476	53501
Contig11228	54813	54877
Contig11228	56240	57035
Contig11228	57462	57553
Contig11228	58180	58219
Contig11228	59371	59935
Contig11228	60917	60932
Contig11228	62048	62064
Contig11228	62614	63785
